-923 | -720.001062534817784 | 15.674794354881783-849 | 800.3344503161543341 | -290.1902586624574-968 | 351.99528402332953-347 | -944.2951795029381457 | -909.4479725320948-138 | -14.263549974766306678 | -917.6320929504104
-754 | 995.574531935433
-693 | 289.55010892183964
-872 | 396.77101219169754
142 | -25.887590818711033
-807 | 277.9734888172429
-686 | 570.9293548213464
204 | 521.9903099670021
489 | 186.38746746145694
-26 | 524.07062503051
440 | 560.8500404286674
473 | -992.064327267819
144 | -932.9569763219039
-451 | -430.7854798424786
652 | 676.2378184976687
210 | 294.6583371414315
-752 | 298.6775347844564
-464 | -994.6892597037748
544 | -871.8370502112647
997 | -471.7711946815191
185 | -446.97206778022337
-350 | 279.23398600742144
117 | 282.7152138014685
-660 | 929.7558748335214
-537 | -939.8068035236422
-885 | 730.4538488657993
155 | 849.0560398757193
-909 | -928.0895311133836
-170 | -765.8317019212743
672 | -317.7760910390757
-708 | 791.1467997910195
224 | -835.0537593002034
